Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gas Natural Comprimido;17
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gasolina;1834
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;TOTAL;10334
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Diesel;10174
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Eléctrico;1
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;20
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gasolina;136
Andalucía/Málaga;CICLOMOTORES;TOTAL;104011
Andalucía/Málaga;CICLOMOTORES;Diesel;2772
Andalucía/Málaga;CICLOMOTORES;Eléctrico;702
Andalucía/Málaga;CICLOMOTORES;Gasolina;100525
Andalucía/Málaga;CICLOMOTORES;Sin especificar;12
Andalucía/Málaga;FURGONETAS;TOTAL;93370
Andalucía/Málaga;FURGONETAS;Diesel;78100
Andalucía/Málaga;FURGONETAS;Eléctrico;110
Andalucía/Málaga;FURGONETAS;Gas Licuado de Petroleo;123
Andalucía/Málaga;FURGONETAS;Gas Natural Comprimido;14
Andalucía/Málaga;FURGONETAS;Gasolina;15019
Andalucía/Málaga;FURGONETAS;Otros;1
Andalucía/Málaga;FURGONETAS;Sin especificar;3
Andalucía/Málaga;MOTOCICLETAS;TOTAL;180961
Andalucía/Málaga;MOTOCICLETAS;Butano;1
Andalucía/Málaga;MOTOCICLETAS;Diesel;165
Andalucía/Málaga;MOTOCICLETAS;Eléctrico;853
Andalucía/Málaga;MOTOCICLETAS;Gas Licuado de Petroleo;5
Andalucía/Málaga;MOTOCICLETAS;Gasolina;179927
Andalucía/Málaga;MOTOCICLETAS;Otros;5
Andalucía/Málaga;MOTOCICLETAS;Sin especificar;5
Andalucía/Málaga;OTROS VEHÍCULOS;TOTAL;15004
Andalucía/Málaga;OTROS VEHÍCULOS;Diesel;10233
Andalucía/Málaga;OTROS VEHÍCULOS;Eléctrico;193
Andalucía/Málaga;OTROS VEHÍCULOS;Gas Licuado de Petroleo;2
Andalucía/Málaga;OTROS VEHÍCULOS;Gasolina;4355
Andalucía/Málaga;OTROS VEHÍCULOS;Otros;14
Andalucía/Málaga;OTROS VEHÍCULOS;Sin especificar;207
Andalucía/Málaga;REMOLQUES;TOTAL;5321
Andalucía/Málaga;REMOLQUES;Sin especificar;5321
Andalucía/Málaga;SEMIRREMOLQUES;TOTAL;6555
Andalucía/Málaga;SEMIRREMOLQUES;Sin especificar;6555
Andalucía/Málaga;TRACTORES INDUSTRIALES;TOTAL;5155
Andalucía/Málaga;TRACTORES INDUSTRIALES;Diesel;5155
Andalucía/Málaga;TURISMOS;TOTAL;872932
Andalucía/Málaga;TURISMOS;Biodiesel;5
Andalucía/Málaga;TURISMOS;Biometano;1
Andalucía/Málaga;TURISMOS;Butano;22
Andalucía/Málaga;TURISMOS;Diesel;477930
Andalucía/Málaga;TURISMOS;Eléctrico;1786
Andalucía/Málaga;TURISMOS;Etanol;1
Andalucía/Málaga;TURISMOS;Gas Licuado de Petroleo;1931
Andalucía/Málaga;TURISMOS;Gas Natural Comprimido;53
Andalucía/Málaga;TURISMOS;Gas Natural Licuado;3
Andalucía/Málaga;TURISMOS;Gasolina;391166
Andalucía/Málaga;TURISMOS;Hidrógeno;5
Andalucía/Málaga;TURISMOS;Otros;18
Andalucía/Málaga;TURISMOS;Sin especificar;11
Andalucía/Sevilla;AUTOBUSES;TOTAL;1984
Andalucía/Sevilla;AUTOBUSES;Diesel;1663
Andalucía/Sevilla;AUTOBUSES;Eléctrico;2
Andalucía/Sevilla;AUTOBUSES;Gas Natural Comprimido;312
Andalucía/Sevilla;AUTOBUSES;Gasolina;7
Andalucía/Sevilla;CAMIONES HASTA 3500kg;TOTAL;76692
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Diesel;75269
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Eléctrico;83
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;31
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Natural Comprimido;9
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gasolina;1298
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Sin especificar;1
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;TOTAL;11969
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Diesel;11845
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Eléctrico;3
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;20
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;13
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gasolina;88
Andalucía/Sevilla;CICLOMOTORES;TOTAL;120590
Andalucía/Sevilla;CICLOMOTORES;Diesel;2776
Andalucía/Sevilla;CICLOMOTORES;Eléctrico;563
Andalucía/Sevilla;CICLOMOTORES;Gas Licuado de Petroleo;2
Andalucía/Sevilla;CICLOMOTORES;Gasolina;117245
Andalucía/Sevilla;CICLOMOTORES;Sin especificar;4
Andalucía/Sevilla;FURGONETAS;TOTAL;63771
Andalucía/Sevilla;FURGONETAS;Biometano;1
Andalucía/Sevilla;FURGONETAS;Diesel;53838
Andalucía/Sevilla;FURGONETAS;Eléctrico;128
Andalucía/Sevilla;FURGONETAS;Gas Licuado de Petroleo;144
Andalucía/Sevilla;FURGONETAS;Gas Natural Comprimido;29
Andalucía/Sevilla;FURGONETAS;Gasolina;9626
Andalucía/Sevilla;FURGONETAS;Otros;3
Andalucía/Sevilla;FURGONETAS;Sin especificar;2
Andalucía/Sevilla;MOTOCICLETAS;TOTAL;151490
Andalucía/Sevilla;MOTOCICLETAS;Butano;1
Andalucía/Sevilla;MOTOCICLETAS;Diesel;205
Andalucía/Sevilla;MOTOCICLETAS;Eléctrico;551
Andalucía/Sevilla;MOTOCICLETAS;Gas Licuado de Petroleo;10
Andalucía/Sevilla;MOTOCICLETAS;Gas Natural Comprimido;1
Andalucía/Sevilla;MOTOCICLETAS;Gasolina;150716
Andalucía/Sevilla;MOTOCICLETAS;Otros;3
Andalucía/Sevilla;MOTOCICLETAS;Sin especificar;3
Andalucía/Sevilla;OTROS VEHÍCULOS;TOTAL;15619
Andalucía/Sevilla;OTROS VEHÍCULOS;Biometano;1
Andalucía/Sevilla;OTROS VEHÍCULOS;Diesel;10623
Andalucía/Sevilla;OTROS VEHÍCULOS;Eléctrico;190
Andalucía/Sevilla;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Sevilla;OTROS VEHÍCULOS;Gasolina;4332
Andalucía/Sevilla;OTROS VEHÍCULOS;Otros;10
Andalucía/Sevilla;OTROS VEHÍCULOS;Sin especificar;462
Andalucía/Sevilla;REMOLQUES;TOTAL;9281
Andalucía/Sevilla;REMOLQUES;Sin especificar;9281
Andalucía/Sevilla;SEMIRREMOLQUES;TOTAL;10514
Andalucía/Sevilla;SEMIRREMOLQUES;Sin especificar;10514
Andalucía/Sevilla;TRACTORES INDUSTRIALES;TOTAL;8741
Andalucía/Sevilla;TRACTORES INDUSTRIALES;Diesel;8741
Andalucía/Sevilla;TURISMOS;TOTAL;968435
Andalucía/Sevilla;TURISMOS;Biodiesel;2
Andalucía/Sevilla;TURISMOS;Biometano;1
Andalucía/Sevilla;TURISMOS;Butano;3
Andalucía/Sevilla;TURISMOS;Diesel;598081
Andalucía/Sevilla;TURISMOS;Eléctrico;1494
Andalucía/Sevilla;TURISMOS;Etanol;2
Andalucía/Sevilla;TURISMOS;Gas Licuado de Petroleo;1876
Andalucía/Sevilla;TURISMOS;Gas Natural Comprimido;227
Andalucía/Sevilla;TURISMOS;Gas Natural Licuado;4
Andalucía/Sevilla;TURISMOS;Gasolina;366714
Andalucía/Sevilla;TURISMOS;Hidrógeno;1
Andalucía/Sevilla;TURISMOS;Otros;26
Andalucía/Sevilla;TURISMOS;Sin especificar;4
Aragón/Huesca;AUTOBUSES;TOTAL;410
Aragón/Huesca;AUTOBUSES;Diesel;409
Aragón/Huesca;AUTOBUSES;Gasolina;1
Aragón/Huesca;CAMIONES HASTA 3500kg;TOTAL;16828
Aragón/Huesca;CAMIONES HASTA 3500kg;Diesel;16336
Aragón/Huesca;CAMIONES HASTA 3500kg;Eléctrico;8
Aragón/Huesca;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;8
Aragón/Huesca;CAMIONES HASTA 3500kg;Gasolina;476
Aragón/Huesca;CAMIONES MÁS DE 3500kg;TOTAL;2370
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Diesel;2348
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Eléctrico;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gasolina;19
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Otros;1
Aragón/Huesca;CICLOMOTORES;TOTAL;9383
Aragón/Huesca;CICLOMOTORES;Diesel;197
Aragón/Huesca;CICLOMOTORES;Eléctrico;40
Aragón/Huesca;CICLOMOTORES;Gasolina;9146
Aragón/Huesca;FURGONETAS;TOTAL;18623
Aragón/Huesca;FURGONETAS;Diesel;15496
Aragón/Huesca;FURGONETAS;Eléctrico;24
Aragón/Huesca;FURGONETAS;Gas Licuado de Petroleo;10
Aragón/Huesca;FURGONETAS;Gas Natural Comprimido;1
Aragón/Huesca;FURGONETAS;Gasolina;3092
Aragón/Huesca;MOTOCICLETAS;TOTAL;15762
Aragón/Huesca;MOTOCICLETAS;Diesel;38
Aragón/Huesca;MOTOCICLETAS;Eléctrico;39
Aragón/Huesca;MOTOCICLETAS;Gas Licuado de Petroleo;1
Aragón/Huesca;MOTOCICLETAS;Gasolina;15680
Aragón/Huesca;MOTOCICLETAS;Sin especificar;4
Aragón/Huesca;OTROS VEHÍCULOS;TOTAL;5755
Aragón/Huesca;OTROS VEHÍCULOS;Diesel;4152
Aragón/Huesca;OTROS VEHÍCULOS;Eléctrico;26
Aragón/Huesca;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Aragón/Huesca;OTROS VEHÍCULOS;Gas Natural Comprimido;1
Aragón/Huesca;OTROS VEHÍCULOS;Gasolina;1336
Aragón/Huesca;OTROS VEHÍCULOS;Otros;3
Aragón/Huesca;OTROS VEHÍCULOS;Sin especificar;236
Aragón/Huesca;REMOLQUES;TOTAL;2161
Aragón/Huesca;REMOLQUES;Sin especificar;2161
Aragón/Huesca;SEMIRREMOLQUES;TOTAL;2391
Aragón/Huesca;SEMIRREMOLQUES;Sin especificar;2391
Aragón/Huesca;TRACTORES INDUSTRIALES;TOTAL;2072
Aragón/Huesca;TRACTORES INDUSTRIALES;Diesel;2072
Aragón/Huesca;TURISMOS;TOTAL;121966
Aragón/Huesca;TURISMOS;Biodiesel;5
Aragón/Huesca;TURISMOS;Diesel;72846
Aragón/Huesca;TURISMOS;Eléctrico;203
Aragón/Huesca;TURISMOS;Etanol;2
Aragón/Huesca;TURISMOS;Gas Licuado de Petroleo;184
Aragón/Huesca;TURISMOS;Gas Natural Comprimido;11
Aragón/Huesca;TURISMOS;Gasolina;48708
Aragón/Huesca;TURISMOS;Hidrógeno;1
Aragón/Huesca;TURISMOS;Otros;6
Aragón/Teruel;AUTOBUSES;TOTAL;108
Aragón/Teruel;AUTOBUSES;Diesel;107
Aragón/Teruel;AUTOBUSES;Gasolina;1
Aragón/Teruel;CAMIONES HASTA 3500kg;TOTAL;10562
Aragón/Teruel;CAMIONES HASTA 3500kg;Diesel;10288
Aragón/Teruel;CAMIONES HASTA 3500kg;Eléctrico;2
Aragón/Teruel;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;5
Aragón/Teruel;CAMIONES HASTA 3500kg;Gas Natural Comprimido;2
Aragón/Teruel;CAMIONES HASTA 3500kg;Gasolina;265
Aragón/Teruel;CAMIONES MÁS DE 3500kg;TOTAL;1645
Aragón/Teruel;CAMIONES MÁS DE 3500kg;Diesel;1638
Aragón/Teruel;CAMIONES MÁS DE 3500kg;Gasolina;7
Aragón/Teruel;CICLOMOTORES;TOTAL;7240
Aragón/Teruel;CICLOMOTORES;Diesel;229
Aragón/Teruel;CICLOMOTORES;Eléctrico;19
Aragón/Teruel;CICLOMOTORES;Gasolina;6992
Aragón/Teruel;FURGONETAS;TOTAL;12808
Aragón/Teruel;FURGONETAS;Butano;1
Aragón/Teruel;FURGONETAS;Diesel;10923
Aragón/Teruel;FURGONETAS;Eléctrico;11
Aragón/Teruel;FURGONETAS;Gas Licuado de Petroleo;19
Aragón/Teruel;FURGONETAS;Gasolina;1852
Aragón/Teruel;FURGONETAS;Otros;2
Aragón/Teruel;MOTOCICLETAS;TOTAL;9382
Aragón/Teruel;MOTOCICLETAS;Biodiesel;1
Aragón/Teruel;MOTOCICLETAS;Diesel;30
Aragón/Teruel;MOTOCICLETAS;Eléctrico;12
Aragón/Teruel;MOTOCICLETAS;Gas Natural Comprimido;1
Aragón/Teruel;MOTOCICLETAS;Gasolina;9337
Aragón/Teruel;MOTOCICLETAS;Otros;1
Aragón/Teruel;OTROS VEHÍCULOS;TOTAL;3315
Aragón/Teruel;OTROS VEHÍCULOS;;1
Aragón/Teruel;OTROS VEHÍCULOS;Diesel;2322
Aragón/Teruel;OTROS VEHÍCULOS;Eléctrico;15
Aragón/Teruel;OTROS VEHÍCULOS;Gasolina;878
Aragón/Teruel;OTROS VEHÍCULOS;Otros;1
Aragón/Teruel;OTROS VEHÍCULOS;Sin especificar;98
Aragón/Teruel;REMOLQUES;TOTAL;1645
Aragón/Teruel;REMOLQUES;Sin especificar;1645
Aragón/Teruel;SEMIRREMOLQUES;TOTAL;2452
Aragón/Teruel;SEMIRREMOLQUES;Sin especificar;2452
Aragón/Teruel;TRACTORES INDUSTRIALES;TOTAL;1833
Aragón/Teruel;TRACTORES INDUSTRIALES;Diesel;1833
Aragón/Teruel;TURISMOS;TOTAL;76568
Aragón/Teruel;TURISMOS;Biodiesel;3
Aragón/Teruel;TURISMOS;Diesel;49013
Aragón/Teruel;TURISMOS;Eléctrico;56
Aragón/Teruel;TURISMOS;Gas Licuado de Petroleo;75
Aragón/Teruel;TURISMOS;Gas Natural Comprimido;8
Aragón/Teruel;TURISMOS;Gasolina;27411
Aragón/Teruel;TURISMOS;Otros;2
Aragón/Zaragoza;AUTOBUSES;TOTAL;1032
Aragón/Zaragoza;AUTOBUSES;Diesel;1022
Aragón/Zaragoza;AUTOBUSES;Eléctrico;4
Aragón/Zaragoza;AUTOBUSES;Gas Natural Comprimido;2
Aragón/Zaragoza;AUTOBUSES;Gasolina;1
Aragón/Zaragoza;AUTOBUSES;Hidrógeno;3
Aragón/Zaragoza;CAMIONES HASTA 3500kg;TOTAL;32748
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Diesel;31924
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Eléctrico;45
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;39
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gas Natural Comprimido;3
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gasolina;737
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;TOTAL;6122
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Diesel;6085
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Eléctrico;2
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;7
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;2
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gasolina;26
Aragón/Zaragoza;CICLOMOTORES;TOTAL;29568
Aragón/Zaragoza;CICLOMOTORES;Diesel;791
Aragón/Zaragoza;CICLOMOTORES;Eléctrico;435
Aragón/Zaragoza;CICLOMOTORES;Gasolina;28341
Aragón/Zaragoza;CICLOMOTORES;Sin especificar;1
Aragón/Zaragoza;FURGONETAS;TOTAL;42938
Aragón/Zaragoza;FURGONETAS;Diesel;36325
Aragón/Zaragoza;FURGONETAS;Eléctrico;79
Aragón/Zaragoza;FURGONETAS;Gas Licuado de Petroleo;86
Aragón/Zaragoza;FURGONETAS;Gas Natural Comprimido;15
Aragón/Zaragoza;FURGONETAS;Gasolina;6431
Aragón/Zaragoza;FURGONETAS;Otros;2
Aragón/Zaragoza;MOTOCICLETAS;TOTAL;59914
Aragón/Zaragoza;MOTOCICLETAS;Diesel;161
Aragón/Zaragoza;MOTOCICLETAS;Eléctrico;267
Aragón/Zaragoza;MOTOCICLETAS;Gasolina;59486
Aragón/Zaragoza;OTROS VEHÍCULOS;TOTAL;11657
Aragón/Zaragoza;OTROS VEHÍCULOS;Diesel;8216
Aragón/Zaragoza;OTROS VEHÍCULOS;Eléctrico;610
Aragón/Zaragoza;OTROS VEHÍCULOS;Gas Licuado de Petroleo;17
Aragón/Zaragoza;OTROS VEHÍCULOS;Gas Natural Licuado;3
Aragón/Zaragoza;OTROS VEHÍCULOS;Gasolina;2462
Aragón/Zaragoza;OTROS VEHÍCULOS;Otros;5
Aragón/Zaragoza;OTROS VEHÍCULOS;Sin especificar;343
Aragón/Zaragoza;OTROS VEHÍCULOS;Solar;1
Aragón/Zaragoza;REMOLQUES;TOTAL;4762
Aragón/Zaragoza;REMOLQUES;Sin especificar;4762
Aragón/Zaragoza;SEMIRREMOLQUES;TOTAL;10812
Aragón/Zaragoza;SEMIRREMOLQUES;Sin especificar;10812
Aragón/Zaragoza;TRACTORES INDUSTRIALES;TOTAL;5880
Aragón/Zaragoza;TRACTORES INDUSTRIALES;Diesel;5880
Aragón/Zaragoza;TURISMOS;TOTAL;429543
Aragón/Zaragoza;TURISMOS;Biodiesel;4
Aragón/Zaragoza;TURISMOS;Butano;5
Aragón/Zaragoza;TURISMOS;Diesel;231189
Aragón/Zaragoza;TURISMOS;Eléctrico;869
Aragón/Zaragoza;TURISMOS;Etanol;1
Aragón/Zaragoza;TURISMOS;Gas Licuado de Petroleo;1391
Aragón/Zaragoza;TURISMOS;Gas Natural Comprimido;112
Aragón/Zaragoza;TURISMOS;Gas Natural Licuado;1
Aragón/Zaragoza;TURISMOS;Gasolina;195934
Aragón/Zaragoza;TURISMOS;Hidrógeno;1
Aragón/Zaragoza;TURISMOS;Otros;33
Aragón/Zaragoza;TURISMOS;Sin especificar;3
Asturias (Principado de)/Asturias;AUTOBUSES;TOTAL;1515
Asturias (Principado de)/Asturias;AUTOBUSES;Diesel;1493
Asturias (Principado de)/Asturias;AUTOBUSES;Gas Licuado de Petroleo;2
Asturias (Principado de)/Asturias;AUTOBUSES;Gas Natural Comprimido;14
Asturias (Principado de)/Asturias;AUTOBUSES;Gasolina;5
Asturias (Principado de)/Asturias;AUTOBUSES;Otros;1
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;TOTAL;30905
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Diesel;30128
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Eléctrico;43
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;23
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gas Natural Comprimido;28
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gasolina;681
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Otros;1
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Sin especificar;1
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;TOTAL;7596
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Diesel;7384
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Eléctrico;2
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;51
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;89
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gasolina;68
Asturias (Principado de)/Asturias;CICLOMOTORES;TOTAL;23722
Asturias (Principado de)/Asturias;CICLOMOTORES;Diesel;1173
Asturias (Principado de)/Asturias;CICLOMOTORES;Eléctrico;199
Asturias (Principado de)/Asturias;CICLOMOTORES;Gasolina;22348
Asturias (Principado de)/Asturias;CICLOMOTORES;Sin especificar;2
Asturias (Principado de)/Asturias;FURGONETAS;TOTAL;50145
Asturias (Principado de)/Asturias;FURGONETAS;Diesel;41436
Asturias (Principado de)/Asturias;FURGONETAS;Eléctrico;81
Asturias (Principado de)/Asturias;FURGONETAS;Gas Licuado de Petroleo;119
Asturias (Principado de)/Asturias;FURGONETAS;Gas Natural Comprimido;29
Asturias (Principado de)/Asturias;FURGONETAS;Gasolina;8477
Asturias (Principado de)/Asturias;FURGONETAS;Otros;3
Asturias (Principado de)/Asturias;MOTOCICLETAS;TOTAL;63971
Asturias (Principado de)/Asturias;MOTOCICLETAS;Butano;1
Asturias (Principado de)/Asturias;MOTOCICLETAS;Diesel;210
Asturias (Principado de)/Asturias;MOTOCICLETAS;Eléctrico;163
Asturias (Principado de)/Asturias;MOTOCICLETAS;Gasolina;63593
Asturias (Principado de)/Asturias;MOTOCICLETAS;Sin especificar;4
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;TOTAL;14756
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;;1
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Diesel;9780
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Eléctrico;75
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gas Licuado de Petroleo;6
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gas Natural Comprimido;6
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gas Natural Licuado;3
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gasolina;4442
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Hidrógeno;1
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Otros;6
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Sin especificar;435
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Solar;1
Asturias (Principado de)/Asturias;REMOLQUES;TOTAL;5825
Asturias (Principado de)/Asturias;REMOLQUES;Sin especificar;5825
Asturias (Principado de)/Asturias;SEMIRREMOLQUES;TOTAL;4409
Asturias (Principado de)/Asturias;SEMIRREMOLQUES;Sin especificar;4409
Asturias (Principado de)/Asturias;TRACTORES INDUSTRIALES;TOTAL;4074
Asturias (Principado de)/Asturias;TRACTORES INDUSTRIALES;Diesel;4074
Asturias (Principado de)/Asturias;TURISMOS;TOTAL;526898
Asturias (Principado de)/Asturias;TURISMOS;Butano;1
Asturias (Principado de)/Asturias;TURISMOS;Diesel;308064
Asturias (Principado de)/Asturias;TURISMOS;Eléctrico;922
Asturias (Principado de)/Asturias;TURISMOS;Etanol;4
Asturias (Principado de)/Asturias;TURISMOS;Gas Licuado de Petroleo;1090
Asturias (Principado de)/Asturias;TURISMOS;Gas Natural Comprimido;173
Asturias (Principado de)/Asturias;TURISMOS;Gas Natural Licuado;3
Asturias (Principado de)/Asturias;TURISMOS;Gasolina;216607
Asturias (Principado de)/Asturias;TURISMOS;Otros;32
Asturias (Principado de)/Asturias;TURISMOS;Sin especificar;2
Balears (Illes)/Balears (Illes);AUTOBUSES;TOTAL;2407
Balears (Illes)/Balears (Illes);AUTOBUSES;Diesel;2128
Balears (Illes)/Balears (Illes);AUTOBUSES;Gas Licuado de Petroleo;2
Balears (Illes)/Balears (Illes);AUTOBUSES;Gas Natural Comprimido;261
Balears (Illes)/Balears (Illes);AUTOBUSES;Gas Natural Licuado;1
Balears (Illes)/Balears (Illes);AUTOBUSES;Gasolina;14
Balears (Illes)/Balears (Illes);AUTOBUSES;Otros;1
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;TOTAL;76507
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Butano;3
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Diesel;70466
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Eléctrico;104
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;114
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Natural Comprimido;44
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Natural Licuado;3
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gasolina;5770
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Otros;2
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Sin especificar;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;TOTAL;8660
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Butano;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Diesel;8338
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Eléctrico;7
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;4
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;77
