Parque distribuido por tipo de vehículo, carburante y provincia.
Comunidad Autónoma/Provincia residencia: Andalucía/Almería, Andalucía/Cádiz, Andalucía/Córdoba, Andalucía/Granada, Andalucía/Huelva, Andalucía/Jaén, Andalucía/Málaga, Andalucía/Sevilla, Aragón/Huesca, Aragón/Teruel, Aragón/Zaragoza, Asturias (Principado de)/Asturias, Balears (Illes)/Balears (Illes), Canarias/Palmas (Las), Canarias/Santa Cruz de Tenerife, Cantabria/Cantabria, Castilla y León/Ávila, Castilla y León/Burgos, Castilla y León/León, Castilla y León/Palencia, Castilla y León/Salamanca, Castilla y León/Segovia, Castilla y León/Soria, Castilla y León/Valladolid, Castilla y León/Zamora, Castilla-La Mancha/Albacete, Castilla-La Mancha/Ciudad Real, Castilla-La Mancha/Cuenca, Castilla-La Mancha/Guadalajara, Castilla-La Mancha/Toledo, Cataluña/Barcelona, Cataluña/Girona, Cataluña/Lleida, Cataluña/Tarragona, Ceuta/Ceuta, Comunitat Valenciana/Alicante/Alacant, Comunitat Valenciana/Castellón/Castelló, Comunitat Valenciana/Valencia/València, Desconocida/Desconocido, Extranjero/Extranjero, Extremadura/Badajoz, Extremadura/Cáceres, Galicia/Coruña (A), Galicia/Lugo, Galicia/Ourense, Galicia/Pontevedra, Madrid (Comunidad de)/Madrid, Melilla/Melilla, Murcia (Región de)/Murcia, Navarra (Comunidad Foral de)/Navarra, País Vasco/Araba/Álava, País Vasco/Gipuzkoa, País Vasco/Bizkaia, Rioja (La)/Rioja (La)
Tipo de Vehículo: AUTOBUSES, CAMIONES HASTA 3500kg, CAMIONES MÁS DE 3500kg, CICLOMOTORES, CUATRICICLOS LIGEROS, FURGONETAS, MOTOCICLETAS, OTROS VEHÍCULOS, REMOLQUES, SEMIRREMOLQUES, TRACTORES INDUSTRIALES, TURISMOS
Carburante: Otros, Gasolina, Gas Natural Licuado, Diesel, Eléctrico, Gas Natural Comprimido, Biodiesel, Gasolina, Etanol, Hidrógeno, Gas Licuado de Petroleo, Diesel, Biometano, Diesel, Diesel

Comunidad Autónoma/Provincia residencia;Tipo de Vehículo;Carburante;Total
Andalucía/Málaga;CAMIONES HASTA 3500kg;Diesel;71384
Andalucía/Málaga;CAMIONES HASTA 3500kg;Eléctrico;26
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;40
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gas Natural Comprimido;18
Andalucía/Málaga;CAMIONES HASTA 3500kg;Gasolina;1867
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;TOTAL;10203
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Diesel;10042
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Eléctrico;2
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;18
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;1
Andalucía/Málaga;CAMIONES MÁS DE 3500kg;Gasolina;138
Andalucía/Málaga;CICLOMOTORES;TOTAL;105033
Andalucía/Málaga;CICLOMOTORES;Diesel;2767
Andalucía/Málaga;CICLOMOTORES;Eléctrico;566
Andalucía/Málaga;CICLOMOTORES;Gasolina;101690
Andalucía/Málaga;CICLOMOTORES;Sin especificar;10
Andalucía/Málaga;FURGONETAS;TOTAL;92376
Andalucía/Málaga;FURGONETAS;Diesel;77231
Andalucía/Málaga;FURGONETAS;Eléctrico;91
Andalucía/Málaga;FURGONETAS;Gas Licuado de Petroleo;102
Andalucía/Málaga;FURGONETAS;Gas Natural Comprimido;10
Andalucía/Málaga;FURGONETAS;Gasolina;14938
Andalucía/Málaga;FURGONETAS;Otros;1
Andalucía/Málaga;FURGONETAS;Sin especificar;3
Andalucía/Málaga;MOTOCICLETAS;TOTAL;175352
Andalucía/Málaga;MOTOCICLETAS;Butano;1
Andalucía/Málaga;MOTOCICLETAS;Diesel;146
Andalucía/Málaga;MOTOCICLETAS;Eléctrico;656
Andalucía/Málaga;MOTOCICLETAS;Gas Licuado de Petroleo;3
Andalucía/Málaga;MOTOCICLETAS;Gasolina;174535
Andalucía/Málaga;MOTOCICLETAS;Otros;6
Andalucía/Málaga;MOTOCICLETAS;Sin especificar;5
Andalucía/Málaga;OTROS VEHÍCULOS;TOTAL;14359
Andalucía/Málaga;OTROS VEHÍCULOS;Diesel;9661
Andalucía/Málaga;OTROS VEHÍCULOS;Eléctrico;176
Andalucía/Málaga;OTROS VEHÍCULOS;Gas Licuado de Petroleo;2
Andalucía/Málaga;OTROS VEHÍCULOS;Gasolina;4294
Andalucía/Málaga;OTROS VEHÍCULOS;Otros;15
Andalucía/Málaga;OTROS VEHÍCULOS;Sin especificar;211
Andalucía/Málaga;REMOLQUES;TOTAL;5188
Andalucía/Málaga;REMOLQUES;Sin especificar;5188
Andalucía/Málaga;SEMIRREMOLQUES;TOTAL;6411
Andalucía/Málaga;SEMIRREMOLQUES;Sin especificar;6411
Andalucía/Málaga;TRACTORES INDUSTRIALES;TOTAL;5040
Andalucía/Málaga;TRACTORES INDUSTRIALES;Diesel;5040
Andalucía/Málaga;TURISMOS;TOTAL;860396
Andalucía/Málaga;TURISMOS;Biodiesel;5
Andalucía/Málaga;TURISMOS;Biometano;1
Andalucía/Málaga;TURISMOS;Butano;26
Andalucía/Málaga;TURISMOS;Diesel;477343
Andalucía/Málaga;TURISMOS;Eléctrico;1231
Andalucía/Málaga;TURISMOS;Etanol;1
Andalucía/Málaga;TURISMOS;Gas Licuado de Petroleo;1460
Andalucía/Málaga;TURISMOS;Gas Natural Comprimido;38
Andalucía/Málaga;TURISMOS;Gas Natural Licuado;1
Andalucía/Málaga;TURISMOS;Gasolina;380259
Andalucía/Málaga;TURISMOS;Hidrógeno;6
Andalucía/Málaga;TURISMOS;Otros;18
Andalucía/Málaga;TURISMOS;Sin especificar;7
Andalucía/Sevilla;AUTOBUSES;TOTAL;1940
Andalucía/Sevilla;AUTOBUSES;Diesel;1618
Andalucía/Sevilla;AUTOBUSES;Eléctrico;2
Andalucía/Sevilla;AUTOBUSES;Gas Natural Comprimido;312
Andalucía/Sevilla;AUTOBUSES;Gasolina;8
Andalucía/Sevilla;CAMIONES HASTA 3500kg;TOTAL;78548
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Diesel;77084
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Eléctrico;85
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;23
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gas Natural Comprimido;10
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Gasolina;1343
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Otros;1
Andalucía/Sevilla;CAMIONES HASTA 3500kg;Sin especificar;2
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;TOTAL;11956
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Diesel;11848
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Eléctrico;3
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;7
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;8
Andalucía/Sevilla;CAMIONES MÁS DE 3500kg;Gasolina;90
Andalucía/Sevilla;CICLOMOTORES;TOTAL;121866
Andalucía/Sevilla;CICLOMOTORES;Diesel;2814
Andalucía/Sevilla;CICLOMOTORES;Eléctrico;448
Andalucía/Sevilla;CICLOMOTORES;Gasolina;118600
Andalucía/Sevilla;CICLOMOTORES;Sin especificar;4
Andalucía/Sevilla;FURGONETAS;TOTAL;62587
Andalucía/Sevilla;FURGONETAS;Biometano;1
Andalucía/Sevilla;FURGONETAS;Diesel;52659
Andalucía/Sevilla;FURGONETAS;Eléctrico;101
Andalucía/Sevilla;FURGONETAS;Gas Licuado de Petroleo;132
Andalucía/Sevilla;FURGONETAS;Gas Natural Comprimido;28
Andalucía/Sevilla;FURGONETAS;Gasolina;9661
Andalucía/Sevilla;FURGONETAS;Otros;3
Andalucía/Sevilla;FURGONETAS;Sin especificar;2
Andalucía/Sevilla;MOTOCICLETAS;TOTAL;147954
Andalucía/Sevilla;MOTOCICLETAS;Butano;1
Andalucía/Sevilla;MOTOCICLETAS;Diesel;177
Andalucía/Sevilla;MOTOCICLETAS;Eléctrico;408
Andalucía/Sevilla;MOTOCICLETAS;Gas Licuado de Petroleo;10
Andalucía/Sevilla;MOTOCICLETAS;Gasolina;147351
Andalucía/Sevilla;MOTOCICLETAS;Otros;3
Andalucía/Sevilla;MOTOCICLETAS;Sin especificar;4
Andalucía/Sevilla;OTROS VEHÍCULOS;TOTAL;15169
Andalucía/Sevilla;OTROS VEHÍCULOS;Biometano;1
Andalucía/Sevilla;OTROS VEHÍCULOS;Diesel;10252
Andalucía/Sevilla;OTROS VEHÍCULOS;Eléctrico;174
Andalucía/Sevilla;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Andalucía/Sevilla;OTROS VEHÍCULOS;Gasolina;4274
Andalucía/Sevilla;OTROS VEHÍCULOS;Otros;10
Andalucía/Sevilla;OTROS VEHÍCULOS;Sin especificar;457
Andalucía/Sevilla;REMOLQUES;TOTAL;8997
Andalucía/Sevilla;REMOLQUES;Sin especificar;8997
Andalucía/Sevilla;SEMIRREMOLQUES;TOTAL;10464
Andalucía/Sevilla;SEMIRREMOLQUES;Sin especificar;10464
Andalucía/Sevilla;TRACTORES INDUSTRIALES;TOTAL;8824
Andalucía/Sevilla;TRACTORES INDUSTRIALES;Diesel;8824
Andalucía/Sevilla;TURISMOS;TOTAL;966322
Andalucía/Sevilla;TURISMOS;Biodiesel;2
Andalucía/Sevilla;TURISMOS;Butano;3
Andalucía/Sevilla;TURISMOS;Diesel;601060
Andalucía/Sevilla;TURISMOS;Eléctrico;933
Andalucía/Sevilla;TURISMOS;Etanol;2
Andalucía/Sevilla;TURISMOS;Gas Licuado de Petroleo;1461
Andalucía/Sevilla;TURISMOS;Gas Natural Comprimido;200
Andalucía/Sevilla;TURISMOS;Gas Natural Licuado;2
Andalucía/Sevilla;TURISMOS;Gasolina;362631
Andalucía/Sevilla;TURISMOS;Hidrógeno;1
Andalucía/Sevilla;TURISMOS;Otros;23
Andalucía/Sevilla;TURISMOS;Sin especificar;4
Aragón/Huesca;AUTOBUSES;TOTAL;384
Aragón/Huesca;AUTOBUSES;Diesel;383
Aragón/Huesca;AUTOBUSES;Gasolina;1
Aragón/Huesca;CAMIONES HASTA 3500kg;TOTAL;17080
Aragón/Huesca;CAMIONES HASTA 3500kg;Diesel;16570
Aragón/Huesca;CAMIONES HASTA 3500kg;Eléctrico;8
Aragón/Huesca;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;6
Aragón/Huesca;CAMIONES HASTA 3500kg;Gasolina;496
Aragón/Huesca;CAMIONES MÁS DE 3500kg;TOTAL;2378
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Diesel;2355
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Eléctrico;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Gasolina;20
Aragón/Huesca;CAMIONES MÁS DE 3500kg;Otros;1
Aragón/Huesca;CICLOMOTORES;TOTAL;9402
Aragón/Huesca;CICLOMOTORES;Diesel;192
Aragón/Huesca;CICLOMOTORES;Eléctrico;27
Aragón/Huesca;CICLOMOTORES;Gasolina;9183
Aragón/Huesca;FURGONETAS;TOTAL;18340
Aragón/Huesca;FURGONETAS;Butano;1
Aragón/Huesca;FURGONETAS;Diesel;15235
Aragón/Huesca;FURGONETAS;Eléctrico;18
Aragón/Huesca;FURGONETAS;Gas Licuado de Petroleo;8
Aragón/Huesca;FURGONETAS;Gasolina;3078
Aragón/Huesca;MOTOCICLETAS;TOTAL;15302
Aragón/Huesca;MOTOCICLETAS;Diesel;36
Aragón/Huesca;MOTOCICLETAS;Eléctrico;28
Aragón/Huesca;MOTOCICLETAS;Gas Licuado de Petroleo;1
Aragón/Huesca;MOTOCICLETAS;Gasolina;15233
Aragón/Huesca;MOTOCICLETAS;Sin especificar;4
Aragón/Huesca;OTROS VEHÍCULOS;TOTAL;5596
Aragón/Huesca;OTROS VEHÍCULOS;Diesel;4016
Aragón/Huesca;OTROS VEHÍCULOS;Eléctrico;23
Aragón/Huesca;OTROS VEHÍCULOS;Gas Licuado de Petroleo;1
Aragón/Huesca;OTROS VEHÍCULOS;Gas Natural Comprimido;1
Aragón/Huesca;OTROS VEHÍCULOS;Gasolina;1317
Aragón/Huesca;OTROS VEHÍCULOS;Otros;2
Aragón/Huesca;OTROS VEHÍCULOS;Sin especificar;236
Aragón/Huesca;REMOLQUES;TOTAL;2121
Aragón/Huesca;REMOLQUES;Sin especificar;2121
Aragón/Huesca;SEMIRREMOLQUES;TOTAL;2382
Aragón/Huesca;SEMIRREMOLQUES;Sin especificar;2382
Aragón/Huesca;TRACTORES INDUSTRIALES;TOTAL;2031
Aragón/Huesca;TRACTORES INDUSTRIALES;Diesel;2031
Aragón/Huesca;TURISMOS;TOTAL;121491
Aragón/Huesca;TURISMOS;Biodiesel;5
Aragón/Huesca;TURISMOS;Butano;2
Aragón/Huesca;TURISMOS;Diesel;72982
Aragón/Huesca;TURISMOS;Eléctrico;156
Aragón/Huesca;TURISMOS;Etanol;2
Aragón/Huesca;TURISMOS;Gas Licuado de Petroleo;136
Aragón/Huesca;TURISMOS;Gas Natural Comprimido;10
Aragón/Huesca;TURISMOS;Gasolina;48193
Aragón/Huesca;TURISMOS;Hidrógeno;1
Aragón/Huesca;TURISMOS;Otros;4
Aragón/Teruel;AUTOBUSES;TOTAL;105
Aragón/Teruel;AUTOBUSES;Diesel;104
Aragón/Teruel;AUTOBUSES;Gasolina;1
Aragón/Teruel;CAMIONES HASTA 3500kg;TOTAL;10624
Aragón/Teruel;CAMIONES HASTA 3500kg;Diesel;10347
Aragón/Teruel;CAMIONES HASTA 3500kg;Eléctrico;2
Aragón/Teruel;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;7
Aragón/Teruel;CAMIONES HASTA 3500kg;Gas Natural Comprimido;4
Aragón/Teruel;CAMIONES HASTA 3500kg;Gasolina;264
Aragón/Teruel;CAMIONES MÁS DE 3500kg;TOTAL;1648
Aragón/Teruel;CAMIONES MÁS DE 3500kg;Diesel;1641
Aragón/Teruel;CAMIONES MÁS DE 3500kg;Gasolina;7
Aragón/Teruel;CICLOMOTORES;TOTAL;7240
Aragón/Teruel;CICLOMOTORES;Diesel;226
Aragón/Teruel;CICLOMOTORES;Eléctrico;10
Aragón/Teruel;CICLOMOTORES;Gasolina;7004
Aragón/Teruel;FURGONETAS;TOTAL;12821
Aragón/Teruel;FURGONETAS;Butano;1
Aragón/Teruel;FURGONETAS;Diesel;10921
Aragón/Teruel;FURGONETAS;Eléctrico;3
Aragón/Teruel;FURGONETAS;Gas Licuado de Petroleo;19
Aragón/Teruel;FURGONETAS;Gas Natural Comprimido;2
Aragón/Teruel;FURGONETAS;Gasolina;1873
Aragón/Teruel;FURGONETAS;Otros;2
Aragón/Teruel;MOTOCICLETAS;TOTAL;9118
Aragón/Teruel;MOTOCICLETAS;Biodiesel;1
Aragón/Teruel;MOTOCICLETAS;Diesel;31
Aragón/Teruel;MOTOCICLETAS;Eléctrico;8
Aragón/Teruel;MOTOCICLETAS;Gas Natural Comprimido;1
Aragón/Teruel;MOTOCICLETAS;Gasolina;9076
Aragón/Teruel;MOTOCICLETAS;Otros;1
Aragón/Teruel;OTROS VEHÍCULOS;TOTAL;3222
Aragón/Teruel;OTROS VEHÍCULOS;Diesel;2259
Aragón/Teruel;OTROS VEHÍCULOS;Eléctrico;12
Aragón/Teruel;OTROS VEHÍCULOS;Gasolina;851
Aragón/Teruel;OTROS VEHÍCULOS;Sin especificar;100
Aragón/Teruel;REMOLQUES;TOTAL;1602
Aragón/Teruel;REMOLQUES;Sin especificar;1602
Aragón/Teruel;SEMIRREMOLQUES;TOTAL;2370
Aragón/Teruel;SEMIRREMOLQUES;Sin especificar;2370
Aragón/Teruel;TRACTORES INDUSTRIALES;TOTAL;1923
Aragón/Teruel;TRACTORES INDUSTRIALES;Diesel;1923
Aragón/Teruel;TURISMOS;TOTAL;76223
Aragón/Teruel;TURISMOS;Biodiesel;3
Aragón/Teruel;TURISMOS;Diesel;49014
Aragón/Teruel;TURISMOS;Eléctrico;47
Aragón/Teruel;TURISMOS;Gas Licuado de Petroleo;57
Aragón/Teruel;TURISMOS;Gas Natural Comprimido;7
Aragón/Teruel;TURISMOS;Gasolina;27093
Aragón/Teruel;TURISMOS;Otros;2
Aragón/Zaragoza;AUTOBUSES;TOTAL;1034
Aragón/Zaragoza;AUTOBUSES;Diesel;1026
Aragón/Zaragoza;AUTOBUSES;Eléctrico;4
Aragón/Zaragoza;AUTOBUSES;Gasolina;1
Aragón/Zaragoza;AUTOBUSES;Hidrógeno;3
Aragón/Zaragoza;CAMIONES HASTA 3500kg;TOTAL;33221
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Diesel;32388
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Eléctrico;43
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;29
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gas Natural Comprimido;3
Aragón/Zaragoza;CAMIONES HASTA 3500kg;Gasolina;758
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;TOTAL;6161
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Diesel;6124
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Eléctrico;2
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;2
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;3
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;3
Aragón/Zaragoza;CAMIONES MÁS DE 3500kg;Gasolina;27
Aragón/Zaragoza;CICLOMOTORES;TOTAL;29705
Aragón/Zaragoza;CICLOMOTORES;Diesel;788
Aragón/Zaragoza;CICLOMOTORES;Eléctrico;189
Aragón/Zaragoza;CICLOMOTORES;Gasolina;28727
Aragón/Zaragoza;CICLOMOTORES;Sin especificar;1
Aragón/Zaragoza;FURGONETAS;TOTAL;42565
Aragón/Zaragoza;FURGONETAS;Butano;1
Aragón/Zaragoza;FURGONETAS;Diesel;36022
Aragón/Zaragoza;FURGONETAS;Eléctrico;67
Aragón/Zaragoza;FURGONETAS;Gas Licuado de Petroleo;79
Aragón/Zaragoza;FURGONETAS;Gas Natural Comprimido;9
Aragón/Zaragoza;FURGONETAS;Gasolina;6385
Aragón/Zaragoza;FURGONETAS;Otros;2
Aragón/Zaragoza;MOTOCICLETAS;TOTAL;58721
Aragón/Zaragoza;MOTOCICLETAS;Diesel;147
Aragón/Zaragoza;MOTOCICLETAS;Eléctrico;209
Aragón/Zaragoza;MOTOCICLETAS;Gasolina;58365
Aragón/Zaragoza;OTROS VEHÍCULOS;TOTAL;11353
Aragón/Zaragoza;OTROS VEHÍCULOS;Diesel;7996
Aragón/Zaragoza;OTROS VEHÍCULOS;Eléctrico;557
Aragón/Zaragoza;OTROS VEHÍCULOS;Gas Licuado de Petroleo;13
Aragón/Zaragoza;OTROS VEHÍCULOS;Gas Natural Licuado;3
Aragón/Zaragoza;OTROS VEHÍCULOS;Gasolina;2443
Aragón/Zaragoza;OTROS VEHÍCULOS;Otros;5
Aragón/Zaragoza;OTROS VEHÍCULOS;Sin especificar;335
Aragón/Zaragoza;OTROS VEHÍCULOS;Solar;1
Aragón/Zaragoza;REMOLQUES;TOTAL;4646
Aragón/Zaragoza;REMOLQUES;Sin especificar;4646
Aragón/Zaragoza;SEMIRREMOLQUES;TOTAL;10734
Aragón/Zaragoza;SEMIRREMOLQUES;Sin especificar;10734
Aragón/Zaragoza;TRACTORES INDUSTRIALES;TOTAL;5845
Aragón/Zaragoza;TRACTORES INDUSTRIALES;Diesel;5845
Aragón/Zaragoza;TURISMOS;TOTAL;429522
Aragón/Zaragoza;TURISMOS;Biodiesel;4
Aragón/Zaragoza;TURISMOS;Butano;7
Aragón/Zaragoza;TURISMOS;Diesel;232816
Aragón/Zaragoza;TURISMOS;Eléctrico;667
Aragón/Zaragoza;TURISMOS;Etanol;1
Aragón/Zaragoza;TURISMOS;Gas Licuado de Petroleo;1174
Aragón/Zaragoza;TURISMOS;Gas Natural Comprimido;106
Aragón/Zaragoza;TURISMOS;Gasolina;194713
Aragón/Zaragoza;TURISMOS;Hidrógeno;1
Aragón/Zaragoza;TURISMOS;Otros;31
Aragón/Zaragoza;TURISMOS;Sin especificar;2
Asturias (Principado de)/Asturias;AUTOBUSES;TOTAL;1485
Asturias (Principado de)/Asturias;AUTOBUSES;Diesel;1464
Asturias (Principado de)/Asturias;AUTOBUSES;Gas Licuado de Petroleo;1
Asturias (Principado de)/Asturias;AUTOBUSES;Gas Natural Comprimido;14
Asturias (Principado de)/Asturias;AUTOBUSES;Gasolina;5
Asturias (Principado de)/Asturias;AUTOBUSES;Otros;1
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;TOTAL;31678
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Diesel;30878
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Eléctrico;37
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;14
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gas Natural Comprimido;86
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Gasolina;662
Asturias (Principado de)/Asturias;CAMIONES HASTA 3500kg;Otros;1
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;TOTAL;7623
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Diesel;7409
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;52
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gas Natural Licuado;86
Asturias (Principado de)/Asturias;CAMIONES MÁS DE 3500kg;Gasolina;75
Asturias (Principado de)/Asturias;CICLOMOTORES;TOTAL;23886
Asturias (Principado de)/Asturias;CICLOMOTORES;Diesel;1176
Asturias (Principado de)/Asturias;CICLOMOTORES;Eléctrico;155
Asturias (Principado de)/Asturias;CICLOMOTORES;Gasolina;22553
Asturias (Principado de)/Asturias;CICLOMOTORES;Sin especificar;2
Asturias (Principado de)/Asturias;FURGONETAS;TOTAL;49405
Asturias (Principado de)/Asturias;FURGONETAS;Diesel;40727
Asturias (Principado de)/Asturias;FURGONETAS;Eléctrico;82
Asturias (Principado de)/Asturias;FURGONETAS;Gas Licuado de Petroleo;108
Asturias (Principado de)/Asturias;FURGONETAS;Gas Natural Comprimido;29
Asturias (Principado de)/Asturias;FURGONETAS;Gasolina;8457
Asturias (Principado de)/Asturias;FURGONETAS;Otros;2
Asturias (Principado de)/Asturias;MOTOCICLETAS;TOTAL;62287
Asturias (Principado de)/Asturias;MOTOCICLETAS;Butano;1
Asturias (Principado de)/Asturias;MOTOCICLETAS;Diesel;200
Asturias (Principado de)/Asturias;MOTOCICLETAS;Eléctrico;121
Asturias (Principado de)/Asturias;MOTOCICLETAS;Gasolina;61963
Asturias (Principado de)/Asturias;MOTOCICLETAS;Sin especificar;2
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;TOTAL;14178
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Diesel;9361
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Eléctrico;75
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gas Licuado de Petroleo;4
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gas Natural Comprimido;6
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gas Natural Licuado;3
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Gasolina;4278
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Otros;8
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Sin especificar;442
Asturias (Principado de)/Asturias;OTROS VEHÍCULOS;Solar;1
Asturias (Principado de)/Asturias;REMOLQUES;TOTAL;5734
Asturias (Principado de)/Asturias;REMOLQUES;Sin especificar;5734
Asturias (Principado de)/Asturias;SEMIRREMOLQUES;TOTAL;4400
Asturias (Principado de)/Asturias;SEMIRREMOLQUES;Sin especificar;4400
Asturias (Principado de)/Asturias;TRACTORES INDUSTRIALES;TOTAL;4081
Asturias (Principado de)/Asturias;TRACTORES INDUSTRIALES;Diesel;4081
Asturias (Principado de)/Asturias;TURISMOS;TOTAL;527130
Asturias (Principado de)/Asturias;TURISMOS;Butano;2
Asturias (Principado de)/Asturias;TURISMOS;Diesel;310932
Asturias (Principado de)/Asturias;TURISMOS;Eléctrico;783
Asturias (Principado de)/Asturias;TURISMOS;Etanol;4
Asturias (Principado de)/Asturias;TURISMOS;Gas Licuado de Petroleo;822
Asturias (Principado de)/Asturias;TURISMOS;Gas Natural Comprimido;161
Asturias (Principado de)/Asturias;TURISMOS;Gas Natural Licuado;2
Asturias (Principado de)/Asturias;TURISMOS;Gasolina;214393
Asturias (Principado de)/Asturias;TURISMOS;Hidrógeno;1
Asturias (Principado de)/Asturias;TURISMOS;Otros;28
Asturias (Principado de)/Asturias;TURISMOS;Sin especificar;2
Balears (Illes)/Balears (Illes);AUTOBUSES;TOTAL;2303
Balears (Illes)/Balears (Illes);AUTOBUSES;Diesel;2123
Balears (Illes)/Balears (Illes);AUTOBUSES;Gas Licuado de Petroleo;1
Balears (Illes)/Balears (Illes);AUTOBUSES;Gas Natural Comprimido;165
Balears (Illes)/Balears (Illes);AUTOBUSES;Gasolina;14
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;TOTAL;77049
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Butano;2
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Diesel;70922
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Eléctrico;93
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Licuado de Petroleo;90
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Natural Comprimido;31
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gas Natural Licuado;3
Balears (Illes)/Balears (Illes);CAMIONES HASTA 3500kg;Gasolina;5908
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;TOTAL;8651
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Butano;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Diesel;8333
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Eléctrico;6
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gas Licuado de Petroleo;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gas Natural Comprimido;69
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Gasolina;239
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Otros;1
Balears (Illes)/Balears (Illes);CAMIONES MÁS DE 3500kg;Sin especificar;1
Balears (Illes)/Balears (Illes);CICLOMOTORES;TOTAL;79266
Balears (Illes)/Balears (Illes);CICLOMOTORES;Diesel;2607
Balears (Illes)/Balears (Illes);CICLOMOTORES;Eléctrico;746
Balears (Illes)/Balears (Illes);CICLOMOTORES;Gasolina;75907
